GpsTm=789200724,Flag=4,Longi=114.072803,Lati=22.755983,Speed=582(0.1km/h),Yaw=115(deg)
AcceSpeed(X/Y/Z)=2/-8/99 (0.01g), AngSpeed(X/Y/Z)=-38/-267/-1 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/104 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/102 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-20/95 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/99 (0.01g), AngSpeed(X/Y/Z)=213/-213/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/106 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=210/-214/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-19/97 (0.01g), AngSpeed(X/Y/Z)=211/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/104 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/96 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/103 (0.01g), AngSpeed(X/Y/Z)=214/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/103 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/105 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=210/-217/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/105 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/98 (0.01g), AngSpeed(X/Y/Z)=212/-213/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/96 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/104 (0.01g), AngSpeed(X/Y/Z)=213/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-219/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
GpsTm=789200937,Flag=4,Longi=114.074420,Lati=22.764270,Speed=0(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=213/-220/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/99 (0.01g), AngSpeed(X/Y/Z)=209/-216/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/103 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=211/-213/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-215/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-219/-82 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/102 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/101 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/104 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=213/-218/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/105 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/96 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/99 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/101 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-215/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/101 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/102 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=214/-219/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-20/97 (0.01g), AngSpeed(X/Y/Z)=214/-219/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/99 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/105 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=215/-216/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/99 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-214/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/102 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
GpsTm=789200939,Flag=4,Longi=114.074420,Lati=22.764270,Speed=0(0.1km/h),Yaw=352(deg)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/105 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/99 (0.01g), AngSpeed(X/Y/Z)=215/-215/-86 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/99 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=1/-16/102 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=214/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/102 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=212/-217/-85 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/100 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=212/-217/-87 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/98 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/101 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/103 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/100 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-17/99 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=215/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/101 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/97 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/101 (0.01g), AngSpeed(X/Y/Z)=212/-217/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-17/102 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/104 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/103 (0.01g), AngSpeed(X/Y/Z)=210/-217/-83 (0.01deg/s)
AcceSpeed(X/Y/Z)=4/-18/98 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-18/100 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/98 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/99 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-16/102 (0.01g), AngSpeed(X/Y/Z)=212/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-17/103 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/98 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=2/-16/103 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=0/0/0 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-19/97 (0.01g), AngSpeed(X/Y/Z)=214/-218/-84 (0.01deg/s)
AcceSpeed(X/Y/Z)=3/-18/99 (0.01g), AngSpeed(X/Y/Z)=213/-216/-84 (0.01deg/s)
